Customer_ID,Gender,City,Account_Type,Balance,Churn,Age_Group,Income_Group
105726,Male,Bangalore,Savings,517225.0,No,36-45,Middle Income
105727,Female,Delhi,Savings,98002.0,Yes,46-55,High Income
105728,Male,Delhi,Savings,51867.0,No,26-35,Middle Income
105729,Male,Chennai,Savings,524233.0,No,46-55,Middle Income
105730,Male,Mumbai,Savings,1348179.0,No,56-65,High Income
105731,Female,Mumbai,Savings,806076.0,Yes,26-35,Middle Income
105732,Male,Pune,Current,329957.0,No,26-35,High Income
105733,Female,Hyderabad,Current,1212308.0,Yes,18-25,High Income
105734,Male,Delhi,Current,948098.0,Yes,36-45,High Income
105735,Female,Mumbai,Savings,1097427.0,No,18-25,High Income
105736,Male,Pune,Savings,1376101.0,Yes,26-35,Middle Income
105737,Male,Mumbai,Savings,646860.0,Yes,56-65,High Income
105738,Male,Delhi,Savings,976830.0,No,46-55,Middle Income
105739,Male,Bangalore,Savings,22777.0,Yes,66+,High Income
105740,Male,Kolkata,Current,1109434.0,No,26-35,Middle Income
105741,Female,Kolkata,Savings,24088.0,Yes,46-55,High Income
105742,Male,Hyderabad,Savings,699673.0,Yes,18-25,Low Income
105743,Male,Hyderabad,Savings,416027.0,Yes,36-45,High Income
105744,Female,Kolkata,Current,1028885.0,No,66+,High Income
105745,Male,Mumbai,Savings,202298.0,Yes,18-25,Low Income
105746,Female,Bangalore,Savings,511379.0,Yes,66+,High Income
105747,Male,Kolkata,Savings,750900.0,Yes,26-35,Middle Income
105748,Female,Chennai,Savings,815329.0,Yes,36-45,Middle Income
105749,Male,Delhi,Savings,750900.0,No,46-55,High Income
105750,Female,Bangalore,Savings,820784.0,No,66+,Middle Income
105751,Female,Pune,Savings,76476.0,Yes,66+,High Income
105752,Male,Chennai,Savings,994072.0,Yes,18-25,High Income
105753,Female,Kolkata,Savings,764520.0,Yes,18-25,High Income
105754,Female,Bangalore,Savings,750900.0,Yes,56-65,High Income
105755,Male,Delhi,Savings,1159857.0,Yes,56-65,High Income
105756,Male,Kolkata,Current,456092.0,No,46-55,Middle Income
105757,Female,Delhi,Current,1331684.0,No,56-65,High Income
105758,Male,Delhi,Current,556444.0,No,26-35,Middle Income
105759,Female,Hyderabad,Savings,350487.0,Yes,66+,High Income
105760,Male,Kolkata,Current,144362.0,No,66+,High Income
105761,Male,Chennai,Savings,593837.0,Yes,46-55,High Income
105762,Female,Mumbai,Savings,1388083.0,Yes,18-25,High Income
105763,Female,Chennai,Current,683866.0,No,46-55,High Income
105764,Female,Bangalore,Savings,750900.0,No,46-55,High Income
105765,Male,Kolkata,Savings,1015665.0,No,46-55,High Income
105766,Female,Delhi,Current,207983.0,Yes,26-35,High Income
105767,Male,Pune,Savings,255457.0,No,26-35,High Income
105768,Female,Kolkata,Savings,1302295.0,Yes,46-55,High Income
105769,Female,Pune,Savings,299355.0,Yes,56-65,Low Income
105770,Female,Bangalore,Savings,343704.0,Yes,18-25,Middle Income
105771,Female,Mumbai,Savings,590291.0,No,36-45,Middle Income
105772,Male,Bangalore,Savings,687269.0,Yes,46-55,Middle Income
105773,Female,Delhi,Savings,325244.0,No,46-55,Middle Income
105774,Female,Kolkata,Savings,54643.0,Yes,46-55,Middle Income
105775,Male,Delhi,Current,248283.0,Yes,56-65,Low Income
105776,Female,Bangalore,Savings,750900.0,Yes,66+,High Income
105777,Female,Pune,Savings,1067985.0,No,36-45,High Income
105778,Male,Chennai,Savings,432546.0,Yes,46-55,Low Income
105779,Male,Kolkata,Savings,1011447.0,Yes,26-35,High Income
105780,Male,Delhi,Current,110142.0,No,46-55,High Income
105781,Male,Hyderabad,Savings,1231149.0,Yes,36-45,Middle Income
105782,Male,Hyderabad,Savings,208436.0,No,36-45,Middle Income
105783,Female,Bangalore,Savings,1078434.0,Yes,46-55,High Income
105784,Female,Bangalore,Savings,1119073.0,No,56-65,Middle Income
105785,Male,Delhi,Savings,279185.0,No,36-45,High Income
105786,Male,Delhi,Savings,446579.0,No,36-45,Middle Income
105787,Female,Delhi,Savings,185385.0,Yes,18-25,High Income
105788,Male,Bangalore,Savings,1499874.0,Yes,36-45,High Income
105789,Male,Delhi,Savings,750900.0,No,66+,Middle Income
105790,Male,Bangalore,Savings,1098300.0,Yes,66+,Middle Income
105791,Female,Kolkata,Current,1201468.0,No,46-55,High Income
105792,Male,Bangalore,Savings,1297279.0,Yes,18-25,High Income
105793,Female,Hyderabad,Current,435150.0,No,18-25,High Income
105794,Female,Mumbai,Savings,159290.0,Yes,36-45,High Income
105795,Male,Pune,Current,1024350.0,Yes,66+,Middle Income
105796,Female,Bangalore,Current,1019871.0,Yes,36-45,Middle Income
105797,Female,Delhi,Savings,503480.0,No,56-65,High Income
105798,Male,Delhi,Current,406474.0,No,56-65,High Income
105799,Female,Delhi,Savings,1310675.0,No,56-65,High Income
105800,Female,Kolkata,Savings,957461.0,No,18-25,High Income
105801,Female,Hyderabad,Savings,500946.0,Yes,46-55,Low Income
105802,Male,Hyderabad,Savings,107185.0,Yes,18-25,High Income
105803,Female,Kolkata,Savings,112831.0,Yes,26-35,Middle Income
105804,Female,Delhi,Savings,788293.0,No,26-35,High Income
105805,Male,Chennai,Savings,417350.0,No,26-35,Middle Income
105806,Male,Pune,Current,597827.0,No,56-65,Middle Income
105807,Female,Bangalore,Savings,750900.0,No,66+,Middle Income
105808,Male,Mumbai,Savings,10655.0,Yes,36-45,High Income
105809,Female,Delhi,Current,1326850.0,No,18-25,High Income
105810,Female,Delhi,Savings,750900.0,No,18-25,High Income
105811,Female,Delhi,Savings,455443.0,No,36-45,High Income
105812,Female,Delhi,Current,1089483.0,Yes,46-55,Middle Income
105813,Female,Chennai,Savings,685302.0,Yes,56-65,High Income
105814,Male,Mumbai,Savings,1260207.0,No,66+,Middle Income
105815,Male,Bangalore,Savings,831122.0,Yes,56-65,High Income
105816,Male,Mumbai,Savings,1337958.0,No,26-35,Middle Income
105817,Female,Delhi,Savings,69443.0,Yes,36-45,Middle Income
105818,Male,Pune,Savings,1114371.0,No,66+,High Income
105819,Male,Kolkata,Current,811699.0,No,26-35,High Income
105820,Female,Bangalore,Current,1014550.0,No,66+,High Income
105821,Male,Delhi,Savings,163454.0,No,46-55,High Income
105822,Male,Bangalore,Current,1430686.0,Yes,26-35,High Income
105823,Male,Bangalore,Savings,168735.0,Yes,46-55,High Income
105824,Male,Delhi,Savings,73377.0,Yes,66+,High Income
105825,Female,Pune,Savings,458999.0,No,66+,High Income
105826,Female,Delhi,Current,858384.0,Yes,56-65,Middle Income
105827,Female,Pune,Current,1383736.0,Yes,18-25,High Income
105828,Female,Delhi,Savings,99392.0,No,26-35,Middle Income
105829,Male,Bangalore,Savings,1175068.0,Yes,26-35,High Income
105830,Male,Chennai,Savings,415044.0,No,36-45,High Income
105831,Male,Delhi,Savings,1170440.0,No,18-25,High Income
105832,Male,Hyderabad,Savings,966561.0,Yes,36-45,High Income
105833,Male,Delhi,Savings,1332339.0,No,66+,High Income
105834,Female,Pune,Savings,454813.0,No,66+,Middle Income
105835,Female,Mumbai,Savings,1107643.0,Yes,46-55,High Income
105836,Male,Delhi,Savings,939354.0,Yes,26-35,Middle Income
105837,Male,Delhi,Savings,506904.0,Yes,66+,High Income
105838,Male,Bangalore,Savings,1138954.0,No,18-25,High Income
105839,Male,Bangalore,Savings,445836.0,Yes,18-25,High Income
105840,Female,Kolkata,Savings,750900.0,Yes,66+,High Income
105841,Female,Delhi,Savings,570459.0,Yes,36-45,Middle Income
105842,Male,Delhi,Savings,1475155.0,No,26-35,High Income
105843,Female,Pune,Savings,750900.0,No,46-55,Middle Income
105844,Female,Delhi,Current,750900.0,Yes,66+,Low Income
105845,Female,Mumbai,Savings,1419331.0,No,46-55,Middle Income
105846,Male,Chennai,Savings,515558.0,No,56-65,Middle Income
105847,Male,Bangalore,Savings,750900.0,No,56-65,Low Income
105848,Female,Delhi,Savings,826580.0,Yes,18-25,Middle Income
105849,Male,Kolkata,Savings,1119530.0,Yes,66+,Middle Income
105850,Female,Bangalore,Savings,1099183.0,Yes,66+,Middle Income
105851,Female,Mumbai,Current,334211.0,Yes,56-65,Middle Income
105852,Male,Delhi,Savings,596521.0,No,66+,Middle Income
105853,Female,Delhi,Savings,1044108.0,Yes,26-35,Middle Income
105854,Male,Delhi,Savings,1429733.0,Yes,26-35,High Income
105855,Female,Pune,Savings,423410.0,No,36-45,High Income
105856,Male,Bangalore,Savings,76240.0,No,36-45,High Income
105857,Male,Chennai,Savings,1466133.0,No,18-25,High Income
105858,Female,Hyderabad,Savings,655970.0,No,46-55,Middle Income
105859,Male,Bangalore,Savings,926714.0,Yes,56-65,High Income
105860,Female,Kolkata,Savings,833482.0,No,36-45,Middle Income
105861,Female,Kolkata,Current,468468.0,No,26-35,High Income
105862,Male,Chennai,Current,865355.0,Yes,36-45,High Income
105863,Female,Delhi,Savings,647934.0,No,66+,High Income
105864,Female,Delhi,Savings,531128.0,No,36-45,Middle Income
105865,Male,Chennai,Current,1082934.0,No,56-65,High Income
105866,Female,Delhi,Savings,846883.0,No,46-55,Middle Income
105867,Male,Delhi,Current,750900.0,Yes,18-25,High Income
105868,Male,Kolkata,Savings,510919.0,No,46-55,Middle Income
105869,Female,Delhi,Savings,1293394.0,No,18-25,High Income
105870,Female,Delhi,Savings,448378.0,Yes,56-65,High Income
105871,Female,Bangalore,Savings,92499.0,No,26-35,Middle Income
105872,Female,Chennai,Savings,428103.0,No,18-25,Middle Income
105873,Male,Delhi,Current,82025.0,No,56-65,High Income
105874,Male,Pune,Current,738670.0,Yes,46-55,Middle Income
105875,Male,Mumbai,Current,225879.0,Yes,56-65,High Income
105876,Female,Delhi,Savings,1232440.0,Yes,46-55,High Income
105877,Male,Delhi,Savings,308890.0,No,36-45,Middle Income
105878,Female,Delhi,Savings,533297.0,No,36-45,High Income
105879,Male,Delhi,Savings,1274918.0,Yes,18-25,High Income
105880,Male,Mumbai,Savings,323533.0,No,26-35,High Income
105881,Female,Delhi,Current,815305.0,No,66+,High Income
105882,Female,Mumbai,Savings,178603.0,Yes,46-55,High Income
105883,Male,Mumbai,Savings,28969.0,Yes,66+,High Income
105884,Female,Chennai,Savings,219633.0,No,56-65,High Income
105885,Female,Bangalore,Savings,465511.0,No,36-45,High Income
105886,Female,Delhi,Savings,1211953.0,No,46-55,Middle Income
105887,Male,Chennai,Savings,1067456.0,No,66+,High Income
105888,Male,Bangalore,Savings,958953.0,Yes,46-55,Low Income
105889,Female,Kolkata,Current,1412272.0,Yes,56-65,High Income
105890,Female,Pune,Current,1294235.0,Yes,18-25,High Income
105891,Male,Pune,Savings,262773.0,Yes,66+,High Income
105892,Male,Kolkata,Current,1396820.0,No,26-35,High Income
105893,Male,Chennai,Current,999397.0,No,36-45,High Income
105894,Male,Chennai,Savings,898155.0,No,66+,High Income
105895,Female,Bangalore,Savings,750900.0,No,18-25,High Income
105896,Male,Delhi,Savings,542621.0,No,46-55,High Income
105897,Male,Delhi,Current,73031.0,No,36-45,Middle Income
105898,Female,Delhi,Savings,1255096.0,No,26-35,High Income
105899,Female,Mumbai,Savings,97862.0,Yes,26-35,High Income
105900,Female,Chennai,Current,750900.0,Yes,18-25,High Income
105901,Female,Pune,Savings,1269692.0,No,46-55,Middle Income
105902,Male,Delhi,Current,64812.0,Yes,46-55,High Income
105903,Male,Kolkata,Savings,257304.0,No,66+,Low Income
105904,Male,Chennai,Current,1309244.0,Yes,18-25,Middle Income
105905,Female,Chennai,Savings,1107413.0,No,46-55,High Income
105906,Male,Bangalore,Savings,1199581.0,Yes,66+,High Income
105907,Male,Delhi,Savings,195933.0,Yes,46-55,High Income
105908,Male,Kolkata,Savings,285924.0,No,66+,High Income
105909,Male,Delhi,Savings,610116.0,Yes,56-65,High Income
105910,Female,Mumbai,Current,460111.0,No,66+,High Income
105911,Female,Delhi,Current,57944.0,No,56-65,High Income
105912,Male,Kolkata,Current,320234.0,No,46-55,Middle Income
105913,Female,Delhi,Savings,173217.0,No,18-25,Middle Income
105914,Female,Delhi,Savings,854813.0,No,46-55,High Income
105915,Female,Bangalore,Savings,430457.0,Yes,66+,High Income
105916,Male,Kolkata,Savings,745727.0,Yes,66+,Low Income
105917,Female,Hyderabad,Savings,634904.0,No,66+,Middle Income
105918,Female,Hyderabad,Current,842572.0,Yes,56-65,High Income
105919,Female,Bangalore,Savings,750900.0,No,66+,High Income
105920,Male,Chennai,Savings,654414.0,Yes,36-45,Low Income
105921,Male,Mumbai,Savings,466254.0,Yes,36-45,Middle Income
105922,Female,Kolkata,Savings,1022959.0,Yes,46-55,Middle Income
105923,Female,Mumbai,Savings,310840.0,No,36-45,High Income
105924,Female,Kolkata,Savings,1143486.0,No,46-55,Middle Income
105925,Female,Delhi,Current,647713.0,No,56-65,High Income
105926,Female,Bangalore,Current,195365.0,Yes,36-45,Low Income
105927,Female,Delhi,Savings,973378.0,Yes,66+,Middle Income
105928,Male,Kolkata,Savings,1126489.0,Yes,46-55,Middle Income
105929,Female,Bangalore,Current,1492626.0,No,36-45,Middle Income
105930,Female,Chennai,Savings,1416882.0,Yes,46-55,High Income
105931,Male,Delhi,Current,136791.0,Yes,56-65,Low Income
105932,Female,Chennai,Current,690445.0,Yes,46-55,Low Income
105933,Female,Bangalore,Current,798035.0,No,56-65,High Income
105934,Female,Pune,Savings,1269274.0,Yes,26-35,Low Income
105935,Male,Mumbai,Savings,750900.0,No,36-45,High Income
105936,Male,Pune,Current,860821.0,Yes,26-35,Middle Income
105937,Male,Kolkata,Savings,882963.0,No,18-25,Low Income
105938,Female,Bangalore,Savings,924733.0,No,36-45,Middle Income
105939,Female,Mumbai,Savings,1265917.0,Yes,46-55,High Income
105940,Male,Mumbai,Savings,99658.0,Yes,26-35,High Income
105941,Female,Delhi,Savings,770838.0,Yes,46-55,Low Income
105942,Female,Chennai,Savings,997260.0,No,18-25,Middle Income
105943,Female,Delhi,Savings,827058.0,No,56-65,High Income
105944,Female,Kolkata,Savings,1356619.0,No,46-55,Middle Income
105945,Male,Delhi,Current,1460333.0,No,46-55,High Income
105946,Female,Hyderabad,Savings,943976.0,Yes,26-35,High Income
105947,Male,Delhi,Savings,62637.0,No,36-45,High Income
105948,Male,Bangalore,Savings,860826.0,No,18-25,High Income
105949,Male,Pune,Savings,899298.0,No,66+,High Income
105950,Male,Pune,Savings,1083506.0,No,36-45,Middle Income
105951,Female,Hyderabad,Savings,560378.0,Yes,46-55,Middle Income
105952,Male,Kolkata,Savings,956177.0,No,66+,Low Income
105953,Male,Bangalore,Current,1353757.0,No,18-25,Middle Income
105954,Female,Mumbai,Savings,893071.0,No,26-35,High Income
105955,Male,Delhi,Savings,1401629.0,Yes,66+,Middle Income
105956,Male,Bangalore,Savings,1424410.0,No,46-55,High Income
105957,Female,Bangalore,Savings,333961.0,Yes,36-45,High Income
105958,Male,Kolkata,Savings,674244.0,Yes,36-45,High Income
105959,Female,Pune,Savings,703810.0,Yes,56-65,Middle Income
105960,Female,Delhi,Current,211975.0,Yes,46-55,High Income
105961,Female,Delhi,Savings,143877.0,Yes,36-45,Middle Income
105962,Male,Delhi,Current,1375955.0,No,36-45,Middle Income
105963,Male,Chennai,Savings,145954.0,No,46-55,Middle Income
105964,Female,Bangalore,Savings,361461.0,Yes,46-55,Low Income
105965,Male,Bangalore,Current,2254249.25,No,26-35,Low Income
105966,Male,Pune,Savings,657805.0,Yes,66+,Middle Income
105967,Male,Kolkata,Savings,1164150.0,No,56-65,High Income
105968,Male,Delhi,Savings,268578.0,Yes,18-25,High Income
105969,Male,Hyderabad,Savings,421762.0,Yes,46-55,High Income
105970,Female,Delhi,Savings,1061303.0,No,18-25,High Income
105971,Female,Bangalore,Savings,530252.0,No,36-45,Middle Income
105972,Female,Bangalore,Savings,1424268.0,Yes,46-55,Low Income
105973,Male,Chennai,Savings,1305494.0,No,36-45,High Income
105974,Female,Kolkata,Savings,269720.0,Yes,56-65,Middle Income
105975,Female,Kolkata,Savings,141479.0,No,36-45,Middle Income
105976,Male,Pune,Savings,681166.0,No,18-25,High Income
105977,Male,Hyderabad,Savings,489489.0,No,56-65,High Income
105978,Male,Chennai,Savings,350270.0,Yes,36-45,Low Income
105979,Female,Kolkata,Savings,1096901.0,No,56-65,High Income
105980,Male,Chennai,Current,334592.0,Yes,18-25,High Income
105981,Female,Mumbai,Savings,403074.0,No,66+,High Income
105982,Male,Pune,Current,347536.0,Yes,18-25,Middle Income
105983,Female,Kolkata,Savings,38095.0,No,36-45,Middle Income
105984,Male,Bangalore,Savings,583222.0,No,46-55,Middle Income
105985,Male,Hyderabad,Savings,613552.0,No,26-35,Low Income
105986,Female,Bangalore,Savings,410144.0,Yes,46-55,Middle Income
105987,Male,Kolkata,Savings,638510.0,Yes,46-55,High Income
105988,Male,Kolkata,Current,1186632.0,No,56-65,Low Income
105989,Male,Delhi,Savings,1113208.0,No,36-45,Middle Income
105990,Male,Kolkata,Savings,144026.0,Yes,46-55,High Income
105991,Female,Mumbai,Savings,750900.0,No,46-55,Middle Income
105992,Female,Bangalore,Savings,428743.0,No,56-65,High Income
105993,Male,Mumbai,Current,1493018.0,No,56-65,Low Income
105994,Male,Pune,Savings,1328762.0,No,46-55,Low Income
105995,Male,Delhi,Savings,22035.0,Yes,18-25,High Income
105996,Female,Delhi,Current,328001.0,Yes,18-25,High Income
105997,Female,Hyderabad,Current,643380.0,No,66+,High Income
105998,Female,Chennai,Savings,612873.0,Yes,18-25,High Income
105999,Male,Delhi,Savings,828145.0,No,26-35,Low Income
106000,Male,Bangalore,Savings,1420080.0,No,26-35,Middle Income
106001,Male,Delhi,Savings,87324.0,Yes,56-65,Middle Income
106002,Male,Delhi,Savings,1489120.0,Yes,26-35,High Income
106003,Male,Mumbai,Current,470621.0,No,18-25,Middle Income
106004,Female,Chennai,Current,278698.0,Yes,18-25,High Income
106005,Female,Mumbai,Savings,373356.0,Yes,46-55,High Income
106006,Male,Delhi,Savings,629772.0,No,36-45,Middle Income
106007,Male,Hyderabad,Current,438098.0,Yes,56-65,High Income
106008,Male,Bangalore,Savings,324986.0,Yes,56-65,High Income
106009,Female,Kolkata,Savings,1415811.0,No,36-45,High Income
106010,Female,Kolkata,Savings,2254249.25,No,66+,High Income
106011,Male,Chennai,Current,716904.0,No,46-55,Low Income
106012,Male,Bangalore,Savings,297432.0,No,26-35,Middle Income
106013,Male,Bangalore,Savings,1000560.0,No,56-65,High Income
106014,Female,Mumbai,Savings,884842.0,No,66+,High Income
106015,Male,Bangalore,Savings,706887.0,No,36-45,High Income
106016,Male,Chennai,Savings,1150332.0,Yes,46-55,Middle Income
106017,Female,Delhi,Current,141572.0,Yes,66+,Middle Income
106018,Male,Mumbai,Savings,661920.0,Yes,46-55,High Income
106019,Male,Bangalore,Savings,968059.0,Yes,18-25,High Income
106020,Male,Delhi,Current,750900.0,Yes,46-55,High Income
106021,Male,Bangalore,Savings,166348.0,Yes,26-35,High Income
106022,Male,Chennai,Savings,804813.0,Yes,66+,Middle Income
106023,Male,Delhi,Current,576133.0,No,46-55,Low Income
106024,Female,Delhi,Savings,933738.0,No,36-45,High Income
106025,Male,Mumbai,Savings,45446.0,No,36-45,High Income
106026,Female,Hyderabad,Current,321812.0,Yes,66+,High Income
106027,Male,Delhi,Savings,1285005.0,No,36-45,High Income
106028,Female,Delhi,Savings,760595.0,Yes,56-65,High Income
106029,Female,Pune,Savings,1391194.0,Yes,66+,High Income
106030,Female,Delhi,Savings,153233.0,No,36-45,High Income
106031,Female,Pune,Savings,1120878.0,No,26-35,High Income
106032,Male,Pune,Savings,1345661.0,Yes,26-35,High Income
106033,Female,Bangalore,Savings,1373716.0,No,56-65,High Income
106034,Male,Delhi,Savings,766944.0,Yes,26-35,High Income
106035,Male,Chennai,Savings,1010934.0,Yes,18-25,Middle Income
106036,Female,Bangalore,Savings,731919.0,Yes,36-45,Low Income
106037,Female,Bangalore,Savings,1029292.0,No,36-45,Middle Income
106038,Female,Delhi,Savings,1446738.0,Yes,56-65,High Income
106039,Male,Chennai,Current,1339967.0,Yes,56-65,Low Income
106040,Female,Bangalore,Savings,353958.0,Yes,46-55,Middle Income
106041,Female,Delhi,Savings,1171777.0,Yes,56-65,High Income
106042,Female,Pune,Savings,1275296.0,Yes,66+,High Income
106043,Female,Delhi,Savings,399532.0,No,36-45,Middle Income
106044,Male,Delhi,Current,688438.0,Yes,18-25,High Income
106045,Male,Delhi,Savings,1097456.0,Yes,36-45,High Income
106046,Male,Delhi,Savings,918463.0,No,18-25,High Income
106047,Female,Mumbai,Savings,18909.0,Yes,26-35,High Income
106048,Male,Bangalore,Current,750900.0,Yes,18-25,High Income
106049,Female,Mumbai,Savings,750900.0,Yes,26-35,High Income
106050,Female,Kolkata,Savings,1127619.0,Yes,46-55,Middle Income
106051,Female,Bangalore,Savings,750900.0,Yes,56-65,High Income
106052,Male,Pune,Savings,913493.0,No,18-25,High Income
106053,Male,Mumbai,Savings,312001.0,Yes,46-55,Middle Income
106054,Female,Bangalore,Savings,991567.0,No,66+,Low Income
106055,Male,Delhi,Savings,560767.0,Yes,46-55,High Income
106056,Male,Hyderabad,Savings,902519.0,No,18-25,High Income
106057,Female,Chennai,Savings,1117973.0,No,26-35,High Income
106058,Male,Delhi,Savings,750900.0,No,66+,Middle Income
106059,Male,Mumbai,Current,475970.0,No,46-55,High Income
106060,Male,Bangalore,Savings,942527.0,Yes,66+,Middle Income
106061,Female,Delhi,Current,1321009.0,Yes,18-25,Middle Income
106062,Male,Pune,Savings,448049.0,Yes,56-65,High Income
106063,Female,Bangalore,Savings,884532.0,No,36-45,High Income
106064,Female,Chennai,Current,1451330.0,No,36-45,Middle Income
106065,Female,Pune,Savings,347622.0,No,36-45,High Income
106066,Female,Kolkata,Savings,1083630.0,No,18-25,Middle Income
106067,Male,Delhi,Savings,131856.0,No,18-25,High Income
106068,Male,Bangalore,Current,157069.0,No,26-35,Middle Income
106069,Male,Bangalore,Savings,1050389.0,No,18-25,Middle Income
106070,Female,Delhi,Savings,321822.0,No,56-65,High Income
106071,Male,Chennai,Savings,1206889.0,No,56-65,High Income
106072,Male,Chennai,Savings,604595.0,No,26-35,Middle Income
106073,Female,Mumbai,Savings,914491.0,Yes,26-35,Low Income
106074,Female,Delhi,Current,1243866.0,Yes,46-55,Low Income
106075,Male,Pune,Current,189266.0,No,56-65,High Income
106076,Female,Bangalore,Savings,531011.0,Yes,36-45,Middle Income
106077,Female,Bangalore,Savings,1231806.0,Yes,36-45,High Income
106078,Female,Mumbai,Savings,268594.0,No,26-35,High Income
106079,Female,Kolkata,Savings,795342.0,No,66+,High Income
106080,Male,Delhi,Savings,1269744.0,No,46-55,High Income
106081,Male,Kolkata,Current,1357028.0,Yes,66+,High Income
106082,Male,Bangalore,Savings,434554.0,Yes,56-65,High Income
106083,Female,Mumbai,Savings,1265274.0,Yes,36-45,Middle Income
106084,Female,Chennai,Savings,1419330.0,No,36-45,Middle Income
106085,Female,Pune,Savings,68257.0,No,46-55,High Income
106086,Male,Delhi,Savings,489454.0,Yes,18-25,Middle Income
106087,Male,Delhi,Current,1173806.0,Yes,56-65,High Income
106088,Male,Pune,Savings,1005991.0,No,46-55,High Income
106089,Female,Delhi,Savings,648145.0,No,26-35,High Income
106090,Male,Mumbai,Current,141027.0,Yes,18-25,Middle Income
106091,Male,Delhi,Current,1401157.0,No,56-65,High Income
106092,Female,Pune,Savings,878965.0,Yes,26-35,Low Income
106093,Male,Kolkata,Current,1076369.0,Yes,18-25,Middle Income
106094,Female,Bangalore,Savings,1020309.0,No,36-45,High Income
106095,Male,Hyderabad,Savings,339279.0,No,46-55,High Income
106096,Female,Bangalore,Savings,1372167.0,No,18-25,High Income
106097,Male,Bangalore,Current,483660.0,Yes,26-35,High Income
106098,Male,Bangalore,Savings,736213.0,Yes,18-25,High Income
106099,Male,Delhi,Savings,444531.0,Yes,66+,Middle Income
106100,Female,Delhi,Savings,641080.0,No,26-35,Middle Income
106101,Female,Kolkata,Savings,40547.0,Yes,46-55,High Income
106102,Male,Bangalore,Savings,1457452.0,Yes,36-45,High Income
106103,Female,Chennai,Savings,543926.0,No,46-55,High Income
106104,Male,Kolkata,Current,750900.0,Yes,46-55,High Income
106105,Female,Delhi,Savings,956872.0,Yes,66+,Low Income
106106,Male,Bangalore,Savings,1336745.0,Yes,66+,High Income
106107,Female,Chennai,Savings,222233.0,Yes,66+,Middle Income
106108,Female,Kolkata,Savings,1352006.0,Yes,56-65,Low Income
106109,Female,Bangalore,Current,915187.0,Yes,36-45,Middle Income
106110,Male,Kolkata,Savings,703697.0,Yes,66+,High Income
106111,Female,Kolkata,Savings,1491656.0,No,36-45,High Income
106112,Male,Bangalore,Savings,279405.0,No,26-35,Middle Income
106113,Male,Hyderabad,Current,1194673.0,No,26-35,Middle Income
106114,Male,Chennai,Current,81600.0,Yes,56-65,High Income
106115,Female,Kolkata,Savings,99107.0,Yes,18-25,High Income
106116,Female,Kolkata,Savings,983091.0,Yes,36-45,High Income
106117,Female,Bangalore,Savings,1134995.0,Yes,56-65,High Income
106118,Male,Chennai,Savings,66097.0,No,46-55,High Income
106119,Female,Kolkata,Savings,898434.0,No,46-55,Low Income
106120,Female,Delhi,Current,52408.0,No,56-65,High Income
106121,Female,Hyderabad,Savings,1185903.0,Yes,26-35,Low Income
106122,Male,Bangalore,Savings,841344.0,No,66+,High Income
106123,Male,Mumbai,Savings,551928.0,Yes,36-45,Middle Income
106124,Male,Chennai,Current,1301377.0,Yes,36-45,High Income
106125,Male,Delhi,Savings,1035897.0,No,18-25,High Income
106126,Male,Chennai,Savings,1094990.0,No,56-65,High Income
106127,Female,Mumbai,Savings,654704.0,No,66+,High Income
106128,Male,Mumbai,Current,750900.0,No,36-45,High Income
106129,Male,Pune,Current,662281.0,Yes,66+,Middle Income
106130,Male,Delhi,Savings,1130512.0,Yes,46-55,High Income
106131,Female,Mumbai,Savings,105937.0,Yes,46-55,High Income
106132,Male,Delhi,Savings,754465.0,Yes,56-65,Low Income
106133,Male,Bangalore,Savings,592769.0,No,46-55,Middle Income
106134,Female,Delhi,Savings,957234.0,No,36-45,Low Income
106135,Female,Hyderabad,Current,1239341.0,Yes,56-65,High Income
106136,Male,Kolkata,Savings,840359.0,Yes,26-35,Middle Income
106137,Female,Hyderabad,Savings,373786.0,No,36-45,Middle Income
106138,Male,Pune,Current,393194.0,No,26-35,High Income
106139,Female,Bangalore,Savings,365743.0,No,46-55,Middle Income
106140,Male,Pune,Savings,897459.0,Yes,36-45,High Income
106141,Female,Pune,Current,455147.0,No,56-65,Middle Income
106142,Female,Hyderabad,Savings,283612.0,Yes,26-35,Middle Income
106143,Female,Pune,Savings,1495867.0,Yes,56-65,Middle Income
106144,Female,Hyderabad,Savings,1225362.0,Yes,66+,High Income
106145,Male,Delhi,Savings,359345.0,Yes,46-55,Middle Income
106146,Male,Chennai,Savings,537993.0,No,56-65,Middle Income
106147,Female,Hyderabad,Current,1134275.0,No,46-55,Middle Income
106148,Female,Bangalore,Current,299321.0,No,18-25,High Income
106149,Male,Bangalore,Current,752231.0,Yes,56-65,Low Income
106150,Female,Hyderabad,Savings,433434.0,No,36-45,High Income
106151,Female,Delhi,Savings,821536.0,Yes,66+,High Income
106152,Female,Delhi,Savings,1351762.0,No,26-35,High Income
106153,Male,Delhi,Current,634597.0,No,36-45,High Income
106154,Female,Bangalore,Savings,1126548.0,Yes,56-65,Low Income
106155,Male,Bangalore,Savings,651058.0,No,56-65,Low Income
106156,Male,Delhi,Savings,1409438.0,No,26-35,High Income
106157,Male,Hyderabad,Savings,774297.0,No,18-25,High Income
106158,Female,Bangalore,Savings,1309930.0,No,36-45,Middle Income
106159,Female,Kolkata,Savings,803202.0,Yes,56-65,Low Income
